index,Ruch sieciowy
146,110.09933870662087
147,109.91316051375571
148,105.355462041608
149,99.40678147997319
150,96.54152976124013
151,110.73255539779993
152,121.52198152675481
153,123.65147581660334
154,111.73730273659648
155,122.59985375603412
156,111.82699888660758
157,99.28599071547075
158,98.34156785593626
159,123.37548996102316
160,95.03039321540199
161,107.14443300633087
162,130.87656090223493
163,99.86328501179867
164,109.63196159798011
165,107.45182027731641
166,111.87138995583197
167,109.7680930932539
168,116.9086791780851
169,115.09105501004616
170,98.76092784232097
171,117.48708835671366
172,112.12225547066527
173,132.10628728093482
174,107.79504144789644
175,131.35380411174194
176,116.15100108803293
177,99.79002501205298
178,101.22709517256467
179,107.8910865277119
180,121.08747370577183
181,115.03001196796816
182,111.5787020642299
183,110.79245874346316
184,104.41654244209106
185,112.98728374826942
186,101.10943187303877
187,124.487216447686
188,113.89597409306525
189,89.49664629399999
190,109.16155174192389
191,119.30307243759609
192,131.54792331414862
193,111.78148692350908
194,126.54126758266102
195,127.71251770049899
196,120.8222158488845
197,110.48956476665631
198,117.96993308508345
199,110.83958513262151
200,120.49964823447388
201,116.52721613568137
202,99.26427399625885
203,84.04290796640676
204,120.89808427937403
205,113.7243623056929
206,109.94749524863013
207,114.79711322413385
208,106.98947837932874
209,100.3083932289817
210,116.6355835916335
211,108.327584835225
212,118.80314774287646
213,101.31998815929829
214,113.00816899960239
215,113.36991533567837
216,106.44889297750376
217,119.53769305015791
218,112.86012158898404
219,119.02601034013007
220,110.76920831416699
221,123.83158379122858
222,111.71502692600386
223,87.62334388051987
224,101.93035346176694
225,114.85838628821898
226,128.4946805813887
227,108.87659772443803
228,119.28260778376125
229,106.1018673062288
230,121.1274337727767
231,117.9234433960475
232,100.1912344564501
233,114.50206942622583
234,112.4560128854125
235,109.78060428970795
236,113.77109549019659
237,105.37425411996084
238,110.42091003244809
239,103.41665045775859
240,114.78091363575942
241,118.20967533757815
242,103.7114645684309
243,109.97451312435068
244,117.98975801683257
245,108.38192362079673
246,106.27107997237948
247,121.64425933850185
248,113.50102255518384
249,105.77743393370255
250,129.74902720204756
251,127.91153892646206
252,99.10773363625218
253,106.20993276119918
254,103.8452904900617
255,103.79831705204612
256,112.14246173122724
257,126.71846297022088
258,127.55178155265422
259,104.77572059720538
260,129.00840488081752
261,114.83186177411861
262,110.90732949735886
263,133.1455318689168
264,112.29191309350011
265,122.60322238925534
266,112.1196410961497
267,125.36981146145739
268,111.55168417520534
269,101.45258257071197
270,135.31625038052542
271,120.04380047655198
272,121.5103837405296
273,116.52863221310969
274,104.14040074745452
275,127.33640012246272
276,105.2483482350209
277,116.53204061049064
278,116.40279717130989
279,109.57483062169737
280,112.99763497875892
281,109.96137573535444
282,118.44972372925199
283,122.34139724769949
284,116.79946572541957
285,114.12888083741481
286,106.48604726218944
287,107.13445564757976
288,118.9716400857261
289,118.49158899795486
290,118.72717769864886
291,110.78391418409015
292,103.13361633293866
293,109.41052725995033
294,113.88852675950555
295,110.29221335932459
296,113.03226484222125
297,108.43339418539759
298,117.83967273282485
299,107.8404952225075
300,137.74374717673322
301,115.90625230704528
302,108.02572447888814
303,122.10020216849361
304,130.42903898673814
305,104.63310701799858
306,104.82780363910106
307,125.84812494958263
308,115.65997371439057
309,107.43228592190533
310,109.34646912047225
311,111.89772780469238
312,128.2032696811989
313,135.99877370282894
314,113.71785557626283
315,116.82537745421672
316,130.0483348886007
317,131.9072371772809
318,130.03506979084648
319,111.80768773947051
320,116.21805501143041
321,96.08770571655202
322,99.32840441288114
323,106.00476437121137
324,119.05983073820035
325,118.61608413007181
326,106.55228617286862
327,136.91707840395435
328,101.739471244469
329,115.08894120856736
330,119.79927384305711
331,125.78013583461885
332,134.52892798473152
333,118.05780087567109
334,132.3653629642515
335,114.99594821657008
336,129.76333113929246
337,106.8928796473659
338,108.94350202149059
339,108.50802965271654
340,122.2983330876643
341,121.77021113244436
342,127.67834245390961
343,138.11088723343374
344,113.23088401373252
345,123.32411240856014
346,114.60017641355795
347,120.61087692159512
348,127.15509937107257
349,111.42377548690993
350,126.24394915307825
351,137.95205219927257
352,126.35173238612151
353,107.39932051322313
354,99.46680460422571
355,128.87623252907815
356,120.48571169941697
357,126.4174839144452
358,101.08270782422403
359,127.08121098476566
360,109.79722693495427
361,117.50610034784418
362,95.72690240380928
363,122.89405983986558
364,115.26046878479458
365,117.67164510542784
366,134.36853522105218
367,126.73508400370496
368,119.17369105778899
369,128.2354405845625
370,121.16045270840411
371,106.00917400542895
372,123.78563772366478
373,113.18833600020895
374,110.10930043844962
375,137.36196942400312
376,107.75637029060962
377,129.39319602290502
378,123.64006813776147
379,131.486193373879
380,108.9560706932464
381,123.45528009927827
382,119.0998839952882
383,113.54843371570132
384,117.94108708538809
385,113.89008602488329
386,134.9888701210541
387,107.69630446613816
388,122.96691575596827
389,107.31003401973095
390,117.1190132129083
391,122.7813127692927
392,125.20957911786422
393,117.80089209142793
394,127.01610115776248
395,106.80378657734114
396,116.00955946835
397,135.6505819842069
398,109.18742590379006
399,110.30634025565135
400,111.42462860570524
401,124.94905516016202
402,110.08507091403553
403,119.84088754221224
404,126.3881089142709
405,106.4733698256197
406,113.70039589552154
407,118.6196162825722
408,121.57957092343356
409,125.87197846938767
410,137.18548627414205
411,128.674767489675
412,116.02651846280796
413,110.53438280767848
414,116.41199145380577
415,115.83936010010098
416,117.77645003718007
417,113.21036067122921
418,122.58371184848171
419,123.5951952929069
420,111.43097768857206
421,125.86355765933291
422,115.3038506300931
423,112.61856449836583
424,127.84526581302828
425,120.161213709827
426,125.41993180603649
427,116.54031039011417
428,103.72903661268602
429,118.88174049253959
430,97.00059940059332
431,125.62274171052948
432,97.507119025799
433,114.20425738981055
434,137.8148837102735
435,105.88461246037505
436,124.19215336841089
437,116.59010840745472
438,108.82750166051618
439,122.22767110196779
440,115.43417483658709
441,130.65037157542193
442,108.89543353439706
443,101.52971855123924
444,118.16049967159515
445,148.13099060239153
446,125.49204845723175
447,107.92633420164847
448,100.57793442787253
449,122.6153463165837
450,123.28607960122633
451,115.9815180323509
452,124.38903552432299
453,120.97842666337752
454,101.02804510175507
455,121.82634125589189
456,127.09200193171066
457,115.48341686052589
458,108.44602695217857
459,100.87549983344967
460,119.63673861352875
461,122.53651666909485
462,121.8233547751095
463,115.35788122344009
464,131.30724539152948
465,121.08379983579565
466,123.66578736504482
467,125.84518909825411
468,106.79818109084039
469,119.97422851916616
470,102.35300986076581
471,118.0547601392374
472,106.03694517640446
473,128.3356808340834
474,126.02737767218449
475,103.60160974333604
476,131.27052620328027
477,131.12868140242645
478,126.69588969612735
479,111.17373743684757
480,123.24470096950301
481,112.88445675542198
482,113.77876644675413
483,112.81926922025148
484,116.68578108667495
485,130.72447431124704
486,116.2102241948728
487,124.77076347929417
488,137.85759650088082
489,123.18181376018944
490,109.32935023991506
491,125.20483409058475
492,113.80286673304622
493,124.32230453345949
494,120.78254378206194
495,118.03422385508522
496,119.17782905941331
497,135.20177626213825
498,125.64134515494032
499,119.64998387796172
500,128.08216445897804
501,121.40860887986504
502,106.70504420690355
503,127.43381765546708
504,113.22602457932469
505,128.23461976610628
506,116.6747926727575
507,124.25355117626171
508,118.90367623693594
509,120.0570090435437
510,118.44676161999439
511,102.38217286412231
512,116.49901275367979
513,104.67057762252833
514,113.19631467233951
515,127.74128827517785
516,121.02314199077998
517,124.17646099847286
518,101.0131939224468
519,125.40890915641968
520,124.63773909211213
521,125.90593331512221
522,133.6363943899168
523,109.4943815697794
524,100.83527152967918
525,110.83840006323942
526,105.83310541900535
527,118.95390217155858
528,128.96944582391342
529,120.47426065464997
530,114.30470805436072
531,115.82626344356208
532,123.44866010653892
533,110.7037334308396
534,112.88055513718807
535,141.12677893929924
536,122.32120751862087
537,133.21148169089204
538,102.93774357068446
539,119.65891671739871
540,128.3241474450566
541,125.5850778830149
542,121.67743609212926
543,127.24729722022082
544,137.12354409058918
545,127.08901272877577
546,129.40433281474583
547,121.92864426662825
548,128.4561259600074
549,135.98943968223404
550,130.45174858726952
551,125.74014679263372
552,130.93262789617245
553,124.66144013325575
554,119.12384515327179
555,121.37133654230436
556,134.59317885027684
557,121.9040653652404
558,124.13280432929784
559,117.3001040366371
560,125.7451776651551
561,131.83444687240083
562,120.58026553871034
563,111.6953693902322
564,126.38907477156243
565,119.80064799897346
566,115.18852683686265
567,105.89678271182288
568,122.66062845552955
569,113.73946250470539
570,135.3376864949659
571,127.06007302489031
572,105.10415085505869
573,121.59899739424353
574,139.23477955730857
575,114.0382158268534
576,128.69545837532291
577,116.04624656354824
578,134.88275687984424
579,114.86743694826022
580,128.34051712802415
581,127.09263699155792
582,100.85739953055531
583,122.54056344601611
584,135.63047663678003
585,91.10175702589824
586,122.55247432463312
587,115.82870665326435
588,113.54915099081512
589,107.7095819109206
590,115.40708305247261
591,112.86300137865918
592,102.04775242715935
593,97.07191158615308
594,123.74299521915594
595,121.2447528743778
596,114.36426789463229
597,124.92374105784793
598,127.27791997912593
599,200.52422126540267
600,178.21633496023153
601,207.03701009075974
602,172.8224684705301
603,188.43056595553307
604,197.50555474506916
605,392.3828681530445
606,283.36242680790656
607,288.13351154080715
608,233.90630353732217
609,294.9719300933033
610,256.0646188767023
611,352.90327951579866
612,295.00463858275805
613,317.3762900559825
614,330.5825233946733
615,278.2946464531644
616,309.8749336890442
617,344.54834840677097
618,297.7810463053029
619,307.269466736214
620,294.68018133948067
621,372.6693756251112
622,287.3880309828436
623,342.9317008142475
624,347.62847667401684
625,345.2044629368527
626,304.244174026513
627,294.180987688103
628,356.4988762297047
629,313.56293249477744
630,343.17819591979503
631,333.57759593337295
632,305.83513834031567
633,307.38866333819976
634,254.05589917023178
635,278.98773289276227
636,305.619469748695
637,349.58249877542073
638,313.24858704212073
639,342.1521332156626
640,306.979457868214
641,316.7856302584736
642,250.85530465283247
643,341.8551902100043
644,320.0954481388438
645,334.2008644575397
646,304.1659324355031
647,329.9366797128624
648,292.36265744307104
649,314.3394404879813
650,305.0103043938527
651,273.6338538466623
652,342.77372432421487
653,312.0232910412093
654,268.2104915075698
655,308.61692480632564
656,309.16340111450273
657,312.34867793041997
658,347.70969460064634
659,294.0357989242256
660,303.62563032961805
661,340.5043705836027
662,332.92378430167287
663,296.6132318434612
664,368.9041936265294
665,326.72226228198406
666,312.5540294847825
667,251.2253234508184
668,254.0067974498255
669,284.81089353042427
670,368.80480257771563
671,331.62628514586766
672,295.17600206915233
673,314.67931646167597
674,337.4209094760443
675,309.85255757868583
676,343.31724169191824
677,299.6516344353299
678,315.19673457893686
679,274.19536393873085
680,327.6685802488993
681,300.4488053933161
682,312.14223152931135
683,335.4365035526553
684,302.63594836581166
685,374.35462288588036
686,293.70888431855843
687,321.7964546412476
688,323.648468074306
689,328.0815782753478
690,317.6973582901379
691,290.56900515908734
692,282.6922832744179
693,257.735704487558
694,354.48339923679464
695,311.6091015466179
696,313.5855772744606
697,307.0691007802096
698,304.479315096124
699,275.97999830564527
700,268.24528382392856
701,296.0339316371527
702,335.99803396859784
703,300.0555295185172
704,335.2104923130106
705,305.9318955190882
706,326.86154566191567
707,306.38819180210794
708,304.907947807101
709,349.2825959952778
710,321.950343315551
711,293.5713604712704
712,300.26868690099843
713,236.47612757801195
714,345.82237867176264
715,264.3452477159973
716,327.3271347631398
717,295.85505161120295
718,307.28839581591967
719,307.41058374402735
720,334.57913643404277
721,286.3266643433123
722,309.55984677965716
723,296.0267865839011
724,337.9468343162155
725,341.6216692540653
726,383.1022750563702
727,326.0713457463905
728,355.6590586994199
729,278.2611744993764
730,344.2936809205567
731,282.3295670730183
732,326.43328882208584
733,299.8224010430214
734,320.7188357933489
735,356.42381827754116
736,282.1122847385402
737,342.70386297311893
738,314.8888851312204
739,333.2094649689572
740,388.8893105626366
741,260.67777345396064
742,336.09617892200794
743,316.27849413901754
744,305.3179684963859
745,324.6993493916551
746,338.9113906878607
747,349.6179213583423
748,292.3501391770631
749,296.2077460064641
750,351.84273735995316
751,284.5755022726695
752,325.11048431437473
753,355.8345305506888
754,341.90908419293174
755,320.1687141911374
756,324.5436253888369
757,280.2570456634525
758,292.9880990384472
759,294.6957909659712
760,307.84997233552303
761,305.4558798202505
762,310.68101482890347
763,344.73417612540146
764,348.2468546170247
765,324.25320601151793
766,313.72489720580035
767,278.67780404759503
768,356.2014555206224
769,335.51951151327
770,307.27963559537176
771,302.60018534170894
772,289.59238034664077
773,282.782833464707
774,335.00565866971266
775,251.8118451635854
776,342.75279866202084
777,289.91474723687674
778,293.1951162928118
779,305.06336270526725
780,353.4216614980459
781,295.909467741585
782,244.88059258288345
783,287.9983782220662
784,368.5081700252735
785,303.9166920721445
786,342.846994783383
787,326.82799045302426
788,313.7136721073591
789,312.64959465922476
790,332.81589047704523
791,347.9825732745328
792,309.54100423639807
793,313.20941253692513
794,319.070153800068
795,315.18160879546105
796,315.653444329835
797,335.6790015728818
798,285.94566662693893
799,236.73557501442815
800,192.1193800433876
801,193.9579843967667
802,222.7706708883052
803,192.9546292772964
804,219.5663211710588
805,97.46974565250306
806,113.36458192230165
807,135.24093963114154
808,103.42583652938976
809,111.90394297404339
810,107.93110632411367
811,109.64853317256382
812,103.46398099254887
813,105.86779956760611
814,87.36497753586643
815,96.66058163069148
816,86.81842844613058
817,86.2990014622499
818,99.89204863333
819,105.94605880339635
820,103.21705184350607
821,97.98308179153275
822,108.86170498941195
823,103.09931868539717
824,103.41854745492564
825,118.87201474731643
826,103.21562259599625
827,114.65410130270695
828,109.61749313503222
829,126.89528578077292
830,102.66378092830548
831,109.4750490529197
832,115.879655090254
833,93.15596200829339
834,111.45166685972794
835,104.82129182010303
836,91.55456883521889
837,103.5098739496794
838,117.27596726948194
839,101.10181015898829
840,112.02025474302962
841,101.37206472221936
842,92.7698199952988
843,105.8865777249074
844,113.32210379090627
845,119.70693135677527
846,101.87939425071889
847,117.73897195110317
848,104.78492893025988
849,111.98953019146784
850,115.28678073023913
851,98.11144462172348
852,116.22298190092646
853,101.44808135001786
854,109.62530206214402
855,103.02512082416061
856,120.58121353165296
857,111.37272580058291
858,108.69816227346254
859,101.61420358539695
860,94.88983401369859
861,117.46680234161066
862,108.17593678016486
863,116.13805084370676
864,114.97010019499405
865,98.01823733597976
866,98.52437886344998
867,127.2291737077635
868,108.54009105495984
869,109.5621619140729
870,98.07203914126725
871,93.07312657479906
872,94.54450217240803
873,107.62520255025402
874,108.21274768115507
875,88.10390029792117
876,119.00330876800336
877,118.21287605960435
878,97.96357801344746
879,114.44142764268378
880,86.21807314403375
881,122.85055577555309
882,108.3101937131895
883,103.50795686090446
884,96.35110471591928
885,114.00996829179843
886,130.78170041704033
887,115.42067803014545
888,106.2177182760927
889,94.68919785427434
890,99.68146067051904
891,98.8337270813103
892,106.15108862451717
893,105.57710474780185
894,108.17538931887731
895,122.18070979602038
896,120.60715730949155
897,103.95878794306043
898,104.97950555358435
899,117.46076923266955
900,122.39981366515603
901,107.41735411681854
902,107.11716600490959
903,116.0480378035426
904,94.70270286999894
905,112.72013827956218
906,117.64668657207781
907,94.27125644820956
908,106.84439620599693
909,108.20457403372026
910,108.93147254183603
911,111.41959208758115
912,90.4981897026475
913,115.69398358277743
914,116.81592258963695
915,94.73723152895977
916,101.98941853125206
917,123.24336166163167
918,103.4519496258292
919,99.72517450812504
920,105.86474919702088
921,96.1839411927191
922,107.21096328825001
923,109.40071135014576
924,102.43500710755487
925,112.06194242706215
926,98.81637111788815
927,91.95961193746263
928,101.72834859452179
929,89.46770074901403
930,112.46631007365424
931,95.53487127975421
932,92.2773923005076
933,97.07815208453519
934,96.80718411470653
935,94.62601064742965
936,106.83010734775479
937,131.0141274275212
938,99.35991143952509
939,107.62306907027295
940,110.47329657402796
941,109.47139199167091
942,111.06633919819684
943,112.55930806506282
944,111.00306126933847
945,108.58019812454248
946,93.60144225754371
947,118.03942465568804
948,97.23790278125921
949,114.91460340350903
950,108.23301417123447
951,107.80527478703823
952,121.8553001409515
953,99.653162600218
954,100.28145938285684
955,102.01454165726867
956,98.93067249400814
957,94.5575044116356
958,104.14535283937457
959,87.61572949050937
960,116.96144965889272
961,83.5734139942831
962,89.5073974997974
963,97.1871413957617
964,107.64122111209589
965,90.16601385853585
966,113.16774486808251
967,105.12255629957704
968,104.00833536203372
969,122.18295836931163
970,114.46985199539256
971,103.97066159232136
972,92.9005942279185
973,104.70776655094927
974,101.0716604489361
975,98.06830190756169
976,86.27376521199588
977,107.97343207190693
978,111.26476120923454
979,105.51117528208593
980,101.94291069233509
981,86.68541317124051
982,97.66617552909341
983,228.98596802307128
984,210.94301730450982
985,178.82867567019034
986,213.5891743268277
987,202.83840816346313
988,227.68460549366216
989,164.5588931255308
990,181.847692785181
991,218.77312424719898
992,250.1353344762869
993,205.49633329138067
994,231.3479726057916
995,172.36873200627235
996,212.44636408325147
997,195.90228194752348
998,201.74413749087105
999,187.33739121216752
1000,205.19450477075472
1001,187.4920115908324
1002,215.67942439630698
1003,209.24542546574088
1004,174.63910211070123
1005,205.57034760200048
1006,227.86265876193707
1007,207.17469412481927
1008,206.0783395589762
1009,187.96595652185343
1010,218.9371089187452
1011,174.1181353489808
1012,207.64597628524749
1013,181.7569305579094
1014,207.35130334409166
1015,204.3959771117179
1016,274.2335392116507
1017,314.82711162334596
1018,302.26346402033516
1019,264.7424063438977
1020,314.4303772192537
1021,288.11890075771004
1022,315.17323097503595
1023,313.8468395701851
1024,250.8655142824489
1025,302.573782780894
1026,316.0240652619591
1027,294.8170166424137
1028,342.2278269823862
1029,253.20818916872517
1030,289.11149347589196
1031,319.77563081268295
1032,269.00106832808694
1033,309.47906160567743
1034,312.653405734804
1035,278.2806397990982
1036,290.88764463495954
1037,274.9509564483263
1038,259.7426169372715
1039,285.74064723543273
1040,352.51226848412426
1041,270.9968722761561
1042,290.873254549899
1043,316.41467879460606
1044,268.37014173449336
1045,321.843108019943
1046,279.72360013375413
1047,301.6308317248403
1048,316.75835121481447
1049,240.9631403638354
1050,305.01459093861075
1051,316.6398396848934
1052,322.3041541646822
1053,333.79428629806125
1054,320.52214023550994
1055,279.1806743263358
1056,332.67285249529857
1057,280.87123566087234
1058,245.96463489976588
1059,284.32083323172833
1060,316.3317650635653
1061,356.81791223111605
1062,307.86600387270727
1063,320.945033397183
1064,249.22292969702622
1065,310.99017259095496
1066,322.58055502384155
1067,292.66080366243955
1068,204.41294030074928
1069,268.1790320830468
1070,307.7097603656833
1071,326.0001721694558
1072,265.9929915751708
1073,303.1146185231874
1074,249.5076064749088
1075,241.4163634633657
1076,246.11361281836
1077,339.15385418574795
1078,258.75309782347006
1079,320.41649068751934
1080,297.5882039867719
1081,303.225336388137
1082,261.4815301124524
1083,306.48666468780164
1084,296.80220522052684
1085,280.64430787699445
1086,314.5306599187195
1087,285.9070405338718
1088,262.92616809270197
1089,299.1890342295726
1090,364.60985124280404
1091,296.099065225092
1092,286.7769650106423
1093,350.81244977831113
1094,294.36319688595296
1095,213.31626677059012
1096,248.74432790102395
1097,255.76313855701048
1098,298.2149315810824
1099,270.244427661522
1100,263.7400912578187
1101,309.708115844103
1102,263.1030172991634
1103,249.30596407196083
1104,323.62857635239965
1105,300.1689988211342
1106,303.93479922600466
1107,333.70096562507575
1108,339.26513047298846
1109,297.83251207694843
1110,308.9671004021753
1111,296.72064106784194
1112,275.5314055980869
1113,290.65840642485864
1114,285.0745915908433
1115,276.9845218867955
1116,317.5836620350715
1117,280.61358889310037
1118,347.5954399214174
1119,240.54989218146093
1120,290.3081074107405
1121,287.621132272731
1122,309.0318192774871
1123,296.597692303934
1124,288.1493841220826
1125,322.70285314292005
1126,309.97698124812376
1127,316.6802727130651
1128,280.5238013862586
1129,345.96983815903536
1130,246.77967102703303
1131,319.16486711790355
1132,323.76997652568514
1133,321.7658317599184
1134,366.38190115981047
1135,288.45282662183797
1136,277.25038626542704
1137,221.52888881980107
1138,281.2744825641555
1139,318.93876226589566
1140,307.11533264448576
1141,271.51872046636356
1142,296.08025133521437
1143,259.4436451409033
1144,368.793767685414
1145,312.29620645023067
1146,306.8318564334387
1147,330.9661696949879
1148,340.9432084794902
1149,301.4978497436697
1150,319.61780711296694
1151,276.71130719232434
1152,313.65271418771914
1153,228.3101511988698
1154,275.86091903678897
1155,296.00514844755907
1156,284.551591284841
1157,305.4721460396034
1158,280.15084121452344
1159,291.7755105757714
1160,291.93513578763856
1161,307.72650308094273
1162,246.50781881232882
1163,224.97486647373046
1164,285.7851423254705
1165,277.13425162905276
1166,258.7341405819322
1167,262.7143736897981
1168,284.4385573550952
1169,291.55178293380214
1170,291.6625567991198
1171,220.41815787364237
1172,316.6478080644341
1173,279.94494735401906
1174,312.2566314652305
1175,315.58556446979685
1176,288.7246135226259
1177,272.380021566069
1178,254.72499756611592
1179,311.30550506059774
1180,355.6451610131601
1181,295.51809180904246
1182,274.4210829459282
1183,144.82711153712984
1184,201.41169437685738
1185,166.11542455259286
1186,189.52723295964256
1187,210.2072660772048
1188,157.9859675989801
1189,126.61149356081009
1190,179.43571610629266
1191,159.13841828367703
1192,202.93568305360617
1193,189.47356892775446
1194,218.9131308151383
1195,199.27852750988853
1196,152.33241843270844
1197,161.90468189553792
1198,207.4274888982772
1199,182.12780364262153
1200,195.97934491445272
1201,148.44432992461947
1202,243.32731548698234
1203,173.0784571250845
1204,149.58746567967938
1205,226.7366105163725
1206,178.3426623408315
1207,229.89491148962017
1208,234.55834994648092
1209,244.0804938296344
1210,211.53169965061016
1211,192.10235217658658
1212,163.90861678716942
1213,192.9357335236511
1214,221.8799361000507
1215,204.6514912929309
1216,88.24538625107743
1217,65.11983848357639
1218,79.29711354874664
1219,82.46771735565493
1220,73.20952051075116
1221,106.21051733598716
1222,91.3192888759994
1223,86.28423795241638
1224,65.9453145898616
1225,88.72132557264781
1226,93.7397459017534
1227,99.5536631488335
1228,86.40444254361421
1229,72.57239571010777
1230,73.08809688804851
1231,85.76035834175028
1232,69.91714343575234
1233,100.96067932270248
1234,64.68364927906163
1235,83.15745338312269
1236,92.42822312070447
1237,101.9222710380381
1238,76.13340579721341
1239,87.78271176692436
1240,88.16989397028709
1241,77.26605826662309
1242,92.97314605635908
1243,99.64804291680275
1244,66.59029734397188
1245,81.34270733967406
1246,81.3653628677715
1247,85.63331300150034
1248,89.92489752589563
1249,77.39821351827695
1250,87.90796783455338
1251,83.04772506853456
1252,95.69061830178323
1253,107.46545829970707
1254,78.1901146632047
1255,85.91864445879727
1256,108.8450939852396
1257,83.5051627413064
1258,93.97921934300301
1259,102.55054279108681
1260,75.88204031186382
1261,98.45304608450178
1262,95.7045197531061
1263,86.65376058498336
1264,101.78515948927073
1265,84.9170412655263
1266,103.69589449352861
1267,78.38909133046633
1268,76.15499156995502
1269,71.29937834708281
1270,93.81841945178766
1271,83.72164308376541
1272,75.45337517835485
1273,86.85842277057708
1274,83.16674052373445
1275,90.53694414913758
1276,83.22856239835097
1277,107.04309036296061
1278,96.4806258649202
1279,98.0441910267501
1280,74.98502471207965
1281,81.55407619985019
1282,78.6104207958395
1283,87.50714356800529
1284,72.1008033491426
1285,86.23602354424355
1286,88.64057124309645
1287,73.63978697367554
1288,82.6420642207852
1289,82.90356986275432
1290,80.98261503861806
1291,83.64350365840914
1292,99.41084937487884
1293,107.28523519692891
1294,60.02263118661189
1295,80.04734350295828
1296,67.77735898383213
1297,69.8871329341075
1298,94.56945284150909
1299,77.99766421750712
1300,91.91522336040728
1301,84.11851972736598
1302,83.26636416782637
1303,92.36617457163244
1304,84.6350424291879
1305,83.07391486967745
1306,94.00703283591702
1307,91.74084144725603
1308,79.42738493383803
1309,89.80471367689987
1310,90.20275910967305
1311,92.50569100395575
1312,82.25346587789276
1313,76.45362347569426
1314,78.75879527061682
1315,91.92904742040005
1316,76.84468462155775
1317,80.66449409662016
1318,67.65805702372447
1319,94.50254230505772
1320,76.7156276129766
1321,84.47878761328113
1322,93.90250617231663
1323,79.72470675008816
1324,78.94304633967158
1325,89.15889830434958
1326,85.08877964233673
1327,99.34834517018231
1328,83.08562712328386
1329,93.87997804642852
1330,79.75793401351851
1331,94.59403987346371
1332,72.59545067524793
1333,99.76654674656045
1334,81.93066156667447
1335,78.27056498224945
1336,78.53551506234483
1337,99.48308487144371
1338,96.8997532296834
1339,73.80128682711234
1340,73.75704778062791
1341,71.76105526457116
1342,89.76330828621667
1343,92.63594463292702
1344,85.55103841545646
1345,80.6514021048904
1346,76.1745848291521
1347,68.89801865738687
1348,74.45315136906453
1349,82.15294572213392
1350,88.32923439197211
1351,86.13381157067641
1352,91.60263298339535
1353,83.96966142166326
1354,81.95558675594631
1355,84.41074574104928
1356,67.51507341645329
1357,104.10080566215697
1358,78.14337185231112
1359,89.98452082051398
1360,75.78726958101461
1361,95.17893896464824
1362,88.14052543431603
1363,90.0309038860786
1364,89.58702884042967
