symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2016-07-01 00:00:00+00:00,700.2623802873874,697.3690744048871,698.8028862009204,686.4953248689798,1347371.1867663085,705.2329745837147,695.6635809171487,691.2593757632042,690.2858447310921,1337313.3595246398,0.0,1.0
GOOG,2016-07-05 00:00:00+00:00,692.3135128181586,696.3878037139905,684.0127423043343,689.319335615788,1470120.3010379525,689.3414792533944,692.8044529738714,687.0853448241728,698.0648788445228,1457140.589612319,0.0,1.0
GOOG,2016-07-05 00:00:00+00:00,692.8344040868035,697.2743700627553,695.5430165337336,702.158005395137,1449827.4676943147,687.5826557356379,693.039688113922,682.7996305402862,696.9911714269366,1456810.3373288822,0.0,1.0
GOOG,2016-07-05 00:00:00+00:00,691.3065111611326,697.2523416962341,694.9319587820452,690.1154617022013,1473527.7981902899,695.6859803619882,690.3322237837948,690.6545033331665,693.1504871591482,1465810.3098567217,0.0,1.0
GOOG,2016-07-06 00:00:00+00:00,696.5782747413674,704.0283911051887,689.0730997372743,689.6396585383293,1403986.872964724,699.9966474857771,695.8051610904471,695.5798587748947,693.8927226235193,1399847.4911231506,0.0,1.0
GOOG,2016-07-06 00:00:00+00:00,695.7079495956468,705.0160568480343,693.3832582861017,695.8336210537583,1407664.3162595583,691.4140750441147,708.3114991595166,691.9878624752587,695.3120098710316,1420691.546643947,0.0,1.0
GOOG,2016-07-06 00:00:00+00:00,700.2129555604787,698.8868396707087,695.7241365726491,691.9028984681314,1414447.1312442678,697.1117219141627,696.9452546861344,685.7863123930489,690.53590306474,1426000.3774309393,0.0,1.0
GOOG,2016-07-07 00:00:00+00:00,694.6562124144582,691.5345693377133,691.1578245422354,696.2577564390008,1308254.838298362,689.7666569092859,692.001931335351,688.6758096023376,693.025905901672,1311895.7532153015,0.0,1.0
GOOG,2016-07-07 00:00:00+00:00,689.61751324812,692.5477710787462,683.2034259827212,691.6185777553395,1299666.8837634686,691.2912888754325,704.4459943008764,682.9759212929193,696.2620023317003,1301865.2754920854,0.0,1.0
GOOG,2016-07-07 00:00:00+00:00,695.3672650367173,692.1173048457615,683.8095650302598,700.4043381584128,1299338.8477828975,693.5201253526169,701.662983775321,689.6221483718696,700.5258522794625,1298022.8907813411,0.0,1.0
GOOG,2016-07-08 00:00:00+00:00,706.2741790288422,698.7218336021433,697.1578559787024,697.3823561169661,1570515.4979049433,712.4290767079988,700.7640226395855,698.866372433666,700.948704311283,1579237.3275573007,0.0,1.0
GOOG,2016-07-08 00:00:00+00:00,703.2047718681014,701.4724706561726,691.4916570420785,701.92261387127,1567392.1314221648,703.0422108455306,706.4796106839498,692.3997048586452,702.2206272079795,1565032.3075902385,0.0,1.0
GOOG,2016-07-08 00:00:00+00:00,698.5788421647101,702.8818352750499,702.2432985364526,703.2774093954197,1564725.2235171373,703.4090873452768,699.0688401719948,694.5075200232698,706.0726468142658,1582991.4001782988,0.0,1.0
GOOG,2016-07-11 00:00:00+00:00,719.093670061133,712.7313632358049,706.9836369346082,706.282805103183,1106575.303919712,714.4071345952242,713.5981856906787,711.9244371334624,712.4023270651882,1114320.1274419774,0.0,1.0
GOOG,2016-07-11 00:00:00+00:00,714.3664857615138,710.4530342704214,704.0447228507774,712.7816696961625,1106034.5738795074,714.428920621502,721.5952944863415,713.6797778340268,706.503021026875,1119579.575914338,0.0,1.0
GOOG,2016-07-11 00:00:00+00:00,717.8716782881395,709.5713590215395,705.8366461877506,711.1430956071928,1117667.7910716755,720.7739842032067,714.1832889885443,704.5590114369252,708.7567321968348,1104430.1767017462,0.0,1.0
GOOG,2016-07-12 00:00:00+00:00,719.2685744974418,723.21082697047,716.5386004027249,722.4850044091859,1345291.4779000764,717.0095177303431,716.8369223000994,720.1726512115138,715.92866562046,1331823.0944272578,0.0,1.0
GOOG,2016-07-12 00:00:00+00:00,718.00299726894,727.4891800446699,718.9365819157972,714.5087313682625,1329221.8424070403,725.2976387958779,729.639410323284,712.4554364224563,715.6371396538777,1340993.5089358613,0.0,1.0
GOOG,2016-07-12 00:00:00+00:00,725.738177803271,724.0787758728591,712.7775962418813,715.8513299371493,1339975.954020676,727.4690150771418,716.6120294261472,717.6289222513818,722.2070038866573,1339545.1560833368,0.0,1.0
GOOG,2016-07-13 00:00:00+00:00,714.7908132199074,719.4178560492405,716.2168829623237,729.0969234714211,944373.4136533033,714.6573158877817,720.689800489845,721.3096891622365,722.6499897440234,944785.9257582077,0.0,1.0
GOOG,2016-07-13 00:00:00+00:00,719.2466864573757,718.0121867362861,713.1222710994565,717.3729035678116,944455.2401081007,713.6713349365575,721.5841229340342,719.7244525627914,730.3540234291935,940397.6415999677,0.0,1.0
GOOG,2016-07-13 00:00:00+00:00,711.7990339940495,718.5223326719187,711.4310631656681,730.651600663495,937099.7592490201,719.1529876002666,720.7590858538032,723.5167518215497,726.1428094096185,942203.8022893766,0.0,1.0
GOOG,2016-07-14 00:00:00+00:00,727.2215371956917,723.4251241686989,717.2075289883014,724.3418052064512,957304.4238853113,721.7603333252204,721.5309865929454,717.0570000626969,717.0284858561096,947442.6373442549,0.0,1.0
GOOG,2016-07-14 00:00:00+00:00,714.9638600799441,724.4706823466696,724.6816185324345,722.2460638320377,949411.3880745387,727.902506156459,728.3159235759225,711.249342239572,715.4785435784347,942133.4305199754,0.0,1.0
GOOG,2016-07-14 00:00:00+00:00,720.3164762556153,728.4401059878415,723.2191143184378,719.2440647329884,954903.410707258,720.7700297769684,726.4415613612005,719.8506673680616,715.1059178970075,942836.3401485677,0.0,1.0
GOOG,2016-07-15 00:00:00+00:00,717.8550027854278,725.2315152543883,716.8802191271237,730.813696233844,1286785.8190325787,724.189117698459,727.7679057722397,720.501530035755,725.929835141292,1267495.3972110709,0.0,1.0
GOOG,2016-07-15 00:00:00+00:00,721.4476558969941,718.7045153516503,715.0733310776001,729.6630213002873,1280088.7021449746,726.9150260115271,719.4147415716346,718.0628067801701,723.9142503232299,1273611.9656971178,0.0,1.0
GOOG,2016-07-15 00:00:00+00:00,726.3161510846916,723.9815282604824,725.1384739012113,729.510165536745,1277256.5878181204,714.132962443071,726.3560241417805,715.3912587931703,725.8486739751651,1289684.770968436,0.0,1.0
GOOG,2016-07-18 00:00:00+00:00,737.682871759473,731.1843409734863,725.6367522197229,723.9303827501524,1306288.994419778,738.351725948159,743.3201939067139,719.5913525100681,717.2985350938767,1287626.3524669276,0.0,1.0
GOOG,2016-07-18 00:00:00+00:00,735.5941031064391,736.2847953713311,715.2976827812511,718.4277489385687,1297699.474342846,739.0042879417229,743.4259230778864,723.1689869779904,720.9880454485099,1290203.4210796384,0.0,1.0
GOOG,2016-07-18 00:00:00+00:00,736.8518479360803,742.9697319135214,722.3786413034492,723.3831836199986,1293369.4415956347,736.3896819614145,739.5548095626206,720.5286794558025,717.4144762849719,1297073.133161519,0.0,1.0
GOOG,2016-07-19 00:00:00+00:00,735.0594112252775,733.1058431580918,729.3729863699373,731.1318603094866,1236744.9592935557,735.6208764754859,733.5141148250907,729.2919825524773,728.9093395850115,1221195.1813659759,0.0,1.0
GOOG,2016-07-19 00:00:00+00:00,743.9710101067164,730.3892927136183,721.869648165777,736.1370625499741,1238787.8743161298,729.8807884712434,740.6698996025709,726.0873941145362,727.539355982697,1226205.3318817331,0.0,1.0
GOOG,2016-07-19 00:00:00+00:00,733.8656508226443,735.8567412770209,727.4762513213853,732.7776514927548,1223673.8764201878,741.4856695345808,736.2878345535129,729.02397179651,724.3305766362137,1219226.9860569348,0.0,1.0
GOOG,2016-07-20 00:00:00+00:00,742.1473266154884,748.9441604682511,735.9307574313132,734.7856195921605,1300825.7336929992,734.5286578971502,740.3865398859363,742.04939128208,741.725086668193,1296209.448309734,0.0,1.0
GOOG,2016-07-20 00:00:00+00:00,740.7887080478451,746.4802177080628,733.1552827214998,736.2587591365123,1299947.2322113744,746.1599689614056,735.4037678512763,742.6805013262168,735.6985422120757,1276948.17083785,0.0,1.0
GOOG,2016-07-20 00:00:00+00:00,735.2071648562458,739.7656905714572,731.9615752098996,738.7790280357608,1295479.836268234,737.2720442484234,735.7758701635909,743.2642922773445,734.080936634751,1286503.512904726,0.0,1.0
GOOG,2016-07-21 00:00:00+00:00,742.8208460769974,739.2493603378233,736.0723423256676,733.0043740897805,1019676.3480794493,732.7832442739211,745.1230504379989,732.7464561685576,746.0018193176749,1019530.3862151342,0.0,1.0
GOOG,2016-07-21 00:00:00+00:00,732.2775374599025,746.4351482972312,730.8446167772565,737.8869449250041,1022094.9534975879,738.5993721680437,748.5034750442838,742.2383532233068,744.4232020047668,1016726.8921282645,0.0,1.0
GOOG,2016-07-21 00:00:00+00:00,733.588640887751,737.2938130100382,734.1746432105931,746.2575934796948,1016463.7565184146,734.0070072801007,736.4264924524653,732.1208724127622,736.5198557369685,1024201.0487476252,0.0,1.0
GOOG,2016-07-22 00:00:00+00:00,735.8517714262306,741.6077540444433,734.6326016584004,740.3719480660747,1249868.1490317867,747.8346591151214,747.3080973433731,731.4841170776754,738.4737699269493,1259520.600194133,0.0,1.0
GOOG,2016-07-22 00:00:00+00:00,746.1617996475467,742.5072613841648,734.1369317493889,742.6282878925231,1258100.1866788445,737.4677103627107,745.0052953697837,742.4461344001198,747.6234197436003,1252251.6344219898,0.0,1.0
GOOG,2016-07-22 00:00:00+00:00,744.7575475559711,736.6867738439103,741.1171320257446,743.9105409766876,1250754.1655849267,738.6979391632741,747.93268371863,739.0424349622303,746.2954199884925,1258755.4619015162,0.0,1.0
GOOG,2016-07-25 00:00:00+00:00,745.5719619755301,743.5747758201621,733.7298381214658,738.357209942424,1028597.5974191255,738.9788787020045,746.1999147395202,733.3996273648045,744.2182923611829,1026884.7078121116,0.0,1.0
GOOG,2016-07-25 00:00:00+00:00,736.0118128152901,747.4832869053467,739.9612161305618,738.5126214819404,1041395.1096268368,736.0979212738218,746.875309228598,740.0249998281937,736.6882572153764,1040069.7276497552,0.0,1.0
GOOG,2016-07-25 00:00:00+00:00,734.4397515601313,747.7477831431902,731.0975732500148,742.063943866672,1042486.7505580337,738.6845948591474,740.169791527911,739.5232874835746,744.0060289098832,1026742.2264711368,0.0,1.0
GOOG,2016-07-26 00:00:00+00:00,736.3285932433241,742.0719655344474,736.1661332659592,740.3708895819815,1194556.859269891,733.9865081057668,745.2335658008817,735.2467576950054,744.7997152117887,1195995.414262517,0.0,1.0
GOOG,2016-07-26 00:00:00+00:00,739.9717202557108,739.2092336451112,737.1198149265058,740.6988491360977,1183653.8720559012,744.175168814109,743.8863908264219,737.1484949753786,742.8159734330167,1178926.0836753324,0.0,1.0
GOOG,2016-07-26 00:00:00+00:00,736.9796173403197,738.9108809466069,731.3290148454362,731.8766308193391,1176601.3547964387,733.4638713729975,741.8011410845759,739.3439408999683,745.6426501802777,1184852.7752226768,0.0,1.0
GOOG,2016-07-27 00:00:00+00:00,739.1737016619082,739.8073623786959,734.6313154553984,743.4359842464783,1515959.0032644751,743.2694076512219,748.7949103305714,733.8250112847808,742.2274081367204,1525630.3506183352,0.0,1.0
GOOG,2016-07-27 00:00:00+00:00,736.5915785075988,747.4337850973778,739.9024724907346,734.0054763114935,1519617.2133915534,740.8257891882757,743.9473731469384,736.2304151497186,740.7479837903409,1509198.0519644597,0.0,1.0
GOOG,2016-07-27 00:00:00+00:00,744.6912926205208,739.6769898396178,738.3490418599973,734.8197896708888,1509066.7743703395,734.6292375706365,747.0149277445707,739.4421317904413,731.6900032500126,1504004.093326984,0.0,1.0
GOOG,2016-07-28 00:00:00+00:00,739.0809272023185,755.9328094503347,738.7844557787672,740.0296655340051,3514935.9463566695,741.3617644677079,754.3285986496227,732.3999366096123,745.302056246725,3498859.7928152783,0.0,1.0
GOOG,2016-07-28 00:00:00+00:00,752.958513120798,753.3729287772069,742.930166759692,746.4254711785902,3506539.9014227455,752.5690577066327,750.1728214755659,745.7779880629664,742.4255154004528,3527708.8138178927,0.0,1.0
GOOG,2016-07-28 00:00:00+00:00,743.0910762791813,754.3595618682283,733.1491964570384,739.6422641287089,3536269.8104062225,748.6183033995557,749.1452226606732,733.9902574864353,745.6410607189877,3529804.235641961,0.0,1.0
GOOG,2016-07-29 00:00:00+00:00,776.2374858948195,783.6874306031407,765.2414178909195,765.476874247693,3858802.6840146375,770.4234664266586,772.20527479135,773.1009088884097,772.5688554409168,3809621.7465401753,0.0,1.0
GOOG,2016-07-29 00:00:00+00:00,773.1757858576972,780.1638312059271,759.2042480123946,778.5624865503655,3855392.11614789,769.3645903236765,780.8546098902624,767.9452891498933,768.301586406516,3863627.666699839,0.0,1.0
GOOG,2016-07-29 00:00:00+00:00,770.7704992132913,776.4893976275791,771.8253386506549,777.8707970579868,3824791.533125613,771.09095844951,775.0507898692614,764.6004727672395,770.1234916434789,3879045.7297925367,0.0,1.0
GOOG,2016-08-01 00:00:00+00:00,780.390891193977,786.2002729912775,756.3193199600527,755.7277291896595,2714031.5058254004,767.0936043451258,775.88249365222,762.3728206522908,768.3329284406991,2676649.858847299,0.0,1.0
GOOG,2016-08-01 00:00:00+00:00,778.7697817763855,785.1183606449819,753.9097921998132,754.557598420913,2681183.7972347336,767.3389191208398,782.2154848048663,759.2346897178082,767.5016497320362,2685232.8521870957,0.0,1.0
GOOG,2016-08-01 00:00:00+00:00,774.8579131174796,777.1353467527842,763.3547379779999,764.5196282701831,2693418.500990879,777.8069759496718,780.1665300774305,760.9125510074011,760.1862203344454,2712425.44231345,0.0,1.0
GOOG,2016-08-02 00:00:00+00:00,765.914892715834,775.9816080761259,768.7854947946871,769.7508425671954,1767823.9791160459,771.7554572640124,771.1166605751716,763.2791742540034,771.9165953344747,1774221.2535116163,0.0,1.0
GOOG,2016-08-02 00:00:00+00:00,768.8090303366515,778.9503810039962,767.5905441138829,766.331489095086,1777048.4831289714,771.4686976692518,779.2016519655875,764.284798744122,772.5066495814647,1781230.2439491088,0.0,1.0
GOOG,2016-08-02 00:00:00+00:00,763.8131909557692,774.4671103067202,774.1271618146644,764.8773290650499,1774732.4425647818,765.7239314289742,777.8766188117842,769.646713741957,768.8992805874009,1774735.651526148,0.0,1.0
GOOG,2016-08-03 00:00:00+00:00,769.8355019419511,771.9218048464725,769.2042368061129,764.1349119341498,1291805.1437673073,768.6297025384739,775.4154026816549,774.0805521365153,762.2905472904607,1282689.0336026875,0.0,1.0
GOOG,2016-08-03 00:00:00+00:00,765.4970332646591,769.2082753004541,760.6409104663462,763.6207320906111,1291925.4782690492,775.129709388961,772.9501027506391,771.2949484490312,772.0963764404695,1290583.871812045,0.0,1.0
GOOG,2016-08-03 00:00:00+00:00,767.9092882464132,766.5412940004582,766.0971760319952,770.4414943814236,1280395.340296595,772.6879181638404,771.9753813678506,763.1037248117689,770.8406878582698,1282564.461542675,0.0,1.0
GOOG,2016-08-04 00:00:00+00:00,773.6141110977417,771.5252446243182,770.0558116480204,778.6780638359684,1145480.7192740757,764.760254781,780.291256891505,774.9449102258772,774.2372972012532,1146541.655359036,0.0,1.0
GOOG,2016-08-04 00:00:00+00:00,771.0883665543769,774.0374625469765,769.8712547681536,766.5190159942603,1146858.577403776,766.985024294301,777.9185726807151,773.610600302217,774.1425286989116,1148861.1582444995,0.0,1.0
GOOG,2016-08-04 00:00:00+00:00,765.4512387685879,768.5284340551667,773.1008714796893,774.7310656857725,1132800.5426230417,778.146773618748,778.8127830409076,769.0298581662585,769.3065452525531,1134262.4095139382,0.0,1.0
GOOG,2016-08-05 00:00:00+00:00,775.6669661154069,775.3363249773458,773.6009685449953,772.3591118371814,1818759.134497696,779.6507200503542,779.7887457526334,778.503764088443,768.7871760431947,1818031.846208505,0.0,1.0
GOOG,2016-08-05 00:00:00+00:00,776.6286143202838,787.3778577712784,779.5189171946803,771.7739948990634,1804132.6093725027,784.2936478924149,777.4534838053197,768.7640629754567,780.8455753129997,1811057.8441575833,0.0,1.0
GOOG,2016-08-05 00:00:00+00:00,782.0477464097276,775.8656534340238,767.1325769509891,773.5333791808738,1797677.0085518647,781.2064115994876,783.6334796414112,779.6917253891042,769.918212391501,1786624.2686764249,0.0,1.0
GOOG,2016-08-08 00:00:00+00:00,785.7729523053986,786.0616071338013,776.2031189480649,780.0931725831314,1105408.4783218442,781.3013627994536,779.3209030296435,784.2780885917156,783.8277859755754,1103813.86777358,0.0,1.0
GOOG,2016-08-08 00:00:00+00:00,777.7548472144849,777.958130287546,771.148788141413,787.3208504366023,1114360.366947608,775.0405506475842,779.8291236837105,774.8814375438832,777.5304642306876,1102287.4439959598,0.0,1.0
GOOG,2016-08-08 00:00:00+00:00,783.3749676447561,780.4894836773514,776.0590790685615,788.2595995748671,1107820.1626766827,775.0747248322302,777.9334614712576,772.5158728674345,789.6446247619951,1104649.2828802539,0.0,1.0
GOOG,2016-08-09 00:00:00+00:00,779.3278588318396,792.5054235939334,775.2842134706317,780.5607549739001,1321840.8952317205,788.6757455478247,789.7201315246381,784.1356224855045,778.9565341468897,1330352.390765103,0.0,1.0
GOOG,2016-08-09 00:00:00+00:00,780.996952480715,794.0199245999999,782.9290039311135,773.6062350255909,1320519.2035393834,780.6781667781912,785.7177275969274,776.6681077858548,785.6528566900039,1317654.2616878003,0.0,1.0
GOOG,2016-08-09 00:00:00+00:00,779.168528514937,790.5791171923812,784.405924517624,785.9654127776741,1312172.5024621193,782.6976059910484,792.0552989006276,783.7001364277064,781.874866611599,1320642.05254751,0.0,1.0
GOOG,2016-08-10 00:00:00+00:00,778.8702595498322,787.0514918561112,778.897232868107,778.6877617037785,791605.0377070978,783.8789645415341,783.1965927824193,788.5622215982017,782.483543232748,787521.2343161019,0.0,1.0
GOOG,2016-08-10 00:00:00+00:00,777.9899054093374,791.2362377484931,788.1135840051089,780.9156119138538,784685.5291986954,784.8063551783531,791.189826783682,779.4470868093345,784.150861526503,784411.4843239102,0.0,1.0
GOOG,2016-08-10 00:00:00+00:00,779.7480099373194,792.4447822818081,785.8598076439623,791.5176693925924,778708.7302840126,783.3586268700218,782.0138581037033,781.20075383195,777.5276023373257,793248.1504540432,0.0,1.0
GOOG,2016-08-11 00:00:00+00:00,784.4284260611182,788.1184791189257,775.872385963115,784.3254619984667,980730.9168795877,777.321996546428,793.2431306107101,778.8513925451298,792.6642816430947,968157.2742497257,0.0,1.0
GOOG,2016-08-11 00:00:00+00:00,783.4381080550834,789.4360529884345,780.3347129433404,783.1780969051277,977796.5557042749,791.726511686011,787.9542600060117,782.5123699086613,789.5148193717316,974078.4515927837,0.0,1.0
